,soldDate,propertyType,address,city,zipOrPostalCode,price,beds,baths,location,squareFeet,lotSize,yearBuilt,ppsf,latitude,longitude,walkScore,bikeScore,transitScore,rentalValue,elementry,middle,high,listPrice
1,February-16-2024,Single Family Residential,448 Zaton Ave,San Jose,95117.0,1502000.0,3.0,1.0,CENTRAL SAN JOSE,1200.0,5600.0,1952.0,1252.0,37.3196963,-121.9613308,51.0,68.0,47.0,3640.0,5.0,3.0,6.0,1390000.0
2,November-8-2023,Single Family Residential,7016 Blue Hill Dr,San Jose,95129.0,2320000.0,3.0,2.0,SAN JOSE,1328.0,6230.0,1961.0,1747.0,37.3043454,-122.0275175,79.0,80.0,37.0,4230.0,7.0,8.0,9.0,1999888.0
3,October-10-2023,Single Family Residential,152 Santa Rosa Dr,San Jose,95111.0,960000.0,3.0,2.0,SAN JOSE,1123.0,4988.0,1959.0,855.0,37.2786251,-121.8305354,,,,,,,,
4,February-16-2024,Single Family Residential,1464 Japaul Ln,San Jose,95132.0,1549500.0,3.0,2.0,SAN JOSE,1277.0,5663.0,1969.0,1213.0,37.4055104,-121.854593,35.0,46.0,37.0,3743.0,5.0,7.0,8.0,1200000.0
5,March-12-2024,Single Family Residential,6318 Nepo Dr,San Jose,95119.0,1705000.0,3.0,2.0,SAN JOSE,1343.0,5663.0,1970.0,1270.0,37.230274,-121.8026541,51.0,47.0,41.0,3918.0,7.0,5.0,8.0,1498000.0
6,October-12-2023,Single Family Residential,5235 Rio Grande Dr,San Jose,95136.0,1615000.0,4.0,2.5,SAN JOSE,2141.0,6260.0,1983.0,754.0,37.2610789,-121.8248135,44.0,52.0,45.0,4683.0,5.0,3.0,6.0,1588000.0
7,February-29-2024,Single Family Residential,2274 Central Park Dr,Campbell,95008.0,2265000.0,4.0,2.5,CAMPBELL,1687.0,6534.0,1961.0,1343.0,37.2756745,-121.9414671,67.0,83.0,48.0,4806.0,8.0,6.0,9.0,2149888.0
8,January-17-2024,Single Family Residential,3594 Rue Chene Do'r,San Jose,95148.0,2360000.0,5.0,3.0,SAN JOSE,2445.0,7516.0,1998.0,965.0,37.3246093,-121.7679182,17.0,31.0,20.0,5829.0,6.0,6.0,9.0,2268000.0
9,October-12-2023,Single Family Residential,1469 Willowmont Ave,San Jose,95118.0,1740000.0,4.0,3.0,SAN JOSE,1713.0,6316.0,1961.0,1016.0,37.2686596,-121.8917622,53.0,54.0,27.0,4750.0,6.0,5.0,6.0,1599888.0
10,September-27-2023,Single Family Residential,1396 Boysea Dr,San Jose,95118.0,1300000.0,4.0,2.5,SAN JOSE,1698.0,5711.0,1962.0,766.0,37.2602349,-121.8892833,69.0,72.0,26.0,4262.0,6.0,5.0,6.0,1420000.0
11,September-18-2023,Single Family Residential,5862 Flash Ln,San Jose,95119.0,1448888.0,4.0,3.5,SAN JOSE,2454.0,1927.0,2019.0,590.0,37.2412802,-121.7876796,18.0,47.0,48.0,5777.0,4.0,2.0,5.0,1498000.0
12,October-2-2023,Single Family Residential,327 Orick Ct,San Jose,95123.0,1400000.0,4.0,2.0,SAN JOSE,1360.0,8415.0,1973.0,1029.0,37.2507822,-121.8221647,60.0,43.0,44.0,0.0,6.0,8.0,6.0,1300000.0
13,October-6-2023,Single Family Residential,6368 Firefly Dr,San Jose,95120.0,1999888.0,5.0,3.0,SAN JOSE,2350.0,6088.0,1973.0,851.0,37.2237603,-121.8787415,50.0,57.0,27.0,5519.0,6.0,6.0,6.0,1998888.0
14,October-19-2023,Single Family Residential,11991 Gridley St,San Jose,95127.0,1000000.0,2.0,1.0,SAN JOSE,920.0,5578.0,1952.0,1087.0,37.3809116,-121.8341319,65.0,60.0,35.0,2698.0,4.0,3.0,4.0,899888.0
15,November-1-2023,Single Family Residential,4993 Grimsby Dr,San Jose,95130.0,2269000.0,4.0,2.5,SAN JOSE,1955.0,5636.0,1965.0,1161.0,37.2804434,-121.9886765,19.0,58.0,35.0,5937.0,7.0,5.0,7.0,2498888.0
16,February-12-2024,Single Family Residential,2062 Mary Helen Ln,San Jose,95136.0,1288888.0,3.0,3.0,San Jose,1757.0,2614.0,2005.0,734.0,37.2876954,-121.8622874,0.0,0.0,0.0,4725.0,4.0,4.0,4.0,1288888.0
17,October-30-2023,Single Family Residential,2451 Cory Ave,San Jose,95128.0,1205000.0,3.0,1.0,SAN JOSE,1040.0,7230.0,1950.0,1159.0,37.3319824,-121.9487775,67.0,80.0,42.0,0.0,4.0,3.0,6.0,899999.0
18,September-27-2023,Single Family Residential,572 Hull Ave,San Jose,95125.0,1598888.0,3.0,2.0,SAN JOSE,1747.0,6616.0,1938.0,915.0,37.3168709,-121.8969272,69.0,96.0,55.0,3492.0,4.0,5.0,7.0,1598000.0
19,November-20-2023,Single Family Residential,1037 Keltner Ave,San Jose,95117.0,1478800.0,4.0,2.0,SAN JOSE,1236.0,6613.0,1958.0,1196.0,37.3077923,-121.9681735,53.0,59.0,38.0,4024.0,4.0,5.0,7.0,1498000.0
20,October-19-2023,Single Family Residential,74 Mccreery Ave,San Jose,95116.0,1270000.0,6.0,3.5,SAN JOSE,2346.0,5558.0,2004.0,541.0,37.3538028,-121.850857,83.0,60.0,53.0,5838.0,2.0,2.0,7.0,1299800.0
21,December-20-2023,Single Family Residential,6816 Avenida Rotella,San Jose,95139.0,1075000.0,3.0,2.0,SAN JOSE,1184.0,4880.0,1970.0,908.0,37.2300944,-121.7731635,69.0,52.0,34.0,3487.0,5.0,4.0,8.0,1100000.0
22,September-29-2023,Single Family Residential,3792 Versailles Ct,San Jose,95127.0,1100000.0,4.0,2.5,SAN JOSE,1505.0,2872.0,1996.0,731.0,37.377421,-121.8275924,59.0,48.0,35.0,4015.0,5.0,3.0,4.0,1078000.0
23,February-2-2024,Single Family Residential,1726 Guadalupe Ave,San Jose,95125.0,1825000.0,4.0,3.0,SAN JOSE,2426.0,6289.0,1941.0,752.0,37.3022355,-121.880787,51.0,73.0,39.0,5877.0,2.0,5.0,7.0,1898000.0
24,January-26-2024,Single Family Residential,5646 Morton Way,San Jose,95123.0,1270000.0,3.0,2.0,SAN JOSE,1283.0,5663.0,1975.0,990.0,37.2492155,-121.8494357,72.0,75.0,40.0,3683.0,4.0,6.0,6.0,1399000.0
25,January-31-2024,Single Family Residential,1375 Milton Way,San Jose,95125.0,1030000.0,2.0,1.0,SAN JOSE,1053.0,6098.0,1939.0,978.0,37.308244,-121.8909694,88.0,90.0,50.0,3388.0,4.0,5.0,7.0,998000.0
28,February-13-2024,Single Family Residential,1229 ROSEBRIAR Way,San Jose,95131.0,1300000.0,4.0,2.5,SAN JOSE,1599.0,5227.0,1985.0,813.0,37.3778051,-121.8775854,55.0,58.0,52.0,4224.0,6.0,5.0,7.0,119800.0
29,February-26-2024,Single Family Residential,14770 Whipple Ct,San Jose,95127.0,1461800.0,4.0,3.0,SAN JOSE,2231.0,6534.0,1960.0,655.0,37.3729803,-121.8138003,8.0,25.0,0.0,4589.0,1.0,3.0,4.0,1285000.0
30,December-28-2023,Single Family Residential,3086 Linkfield Way,San Jose,95135.0,1500000.0,4.0,2.0,SAN JOSE,2316.0,9148.0,1976.0,648.0,37.3050357,-121.7698322,28.0,36.0,29.0,5085.0,7.0,7.0,9.0,1599900.0
31,February-28-2024,Single Family Residential,1015 Wilsham Dr,San Jose,95132.0,1525000.0,4.0,2.0,SAN JOSE,1762.0,6001.0,1970.0,865.0,37.3846456,-121.8562166,61.0,82.0,47.0,4291.0,5.0,6.0,7.0,1525000.0
38,March-4-2024,Single Family Residential,1480 Mardan Dr,San Jose,95132.0,1655000.0,3.0,2.0,SAN JOSE,1277.0,5663.0,1969.0,1296.0,37.4065668,-121.8543263,32.0,47.0,36.0,3728.0,5.0,7.0,8.0,1399000.0
41,January-3-2024,Single Family Residential,2913 Westgate Ave,San Jose,95125.0,2070000.0,3.0,2.5,SAN JOSE,1725.0,7405.0,1956.0,1200.0,37.2775608,-121.8893243,69.0,70.0,30.0,4931.0,6.0,5.0,7.0,1988888.0
43,September-29-2023,Single Family Residential,2042 Panama Ave,San Jose,95122.0,825000.0,3.0,1.5,SAN JOSE,960.0,4959.0,1961.0,859.0,37.3265576,-121.8332422,45.0,47.0,47.0,3286.0,2.0,2.0,4.0,
46,March-1-2024,Single Family Residential,1863 Worthington Cir,Santa Clara,95050.0,2150000.0,4.0,2.5,SANTA CLARA,2235.0,3049.0,2014.0,962.0,37.3268937,-121.9529547,75.0,81.0,45.0,5524.0,5.0,3.0,6.0,1988000.0
47,January-26-2024,Single Family Residential,2980 Fenwick Way,San Jose,95148.0,1125000.0,4.0,2.0,SAN JOSE,1538.0,5663.0,1972.0,731.0,37.31678,-121.8035663,30.0,57.0,43.0,0.0,5.0,5.0,8.0,1150000.0
50,February-8-2024,Single Family Residential,1751 Darwin Way,San Jose,95122.0,828888.0,3.0,2.0,SAN JOSE,1040.0,6098.0,1959.0,797.0,37.3329917,-121.8337315,40.0,50.0,48.0,3399.0,4.0,2.0,4.0,799999.0
51,February-1-2024,Single Family Residential,1840 Arroyo De Platina,San Jose,95116.0,930000.0,3.0,2.0,SAN JOSE,1129.0,3485.0,1982.0,824.0,37.3588206,-121.8546821,53.0,53.0,53.0,3582.0,2.0,2.0,7.0,930000.0
52,September-22-2023,Single Family Residential,2202 Riordan Dr,San Jose,95130.0,1650000.0,3.0,2.0,SAN JOSE,1230.0,5446.0,1963.0,1341.0,37.2819506,-121.9838566,21.0,62.0,37.0,4180.0,7.0,5.0,7.0,1599000.0
54,November-3-2023,Single Family Residential,263 CRESTA VISTA Way,San Jose,95119.0,1200000.0,4.0,2.0,SAN JOSE,1735.0,7826.0,1968.0,692.0,37.2338405,-121.7960917,59.0,56.0,50.0,0.0,7.0,5.0,8.0,1540000.0
59,October-3-2023,Single Family Residential,6625 Devonshire Dr,San Jose,95129.0,4500000.0,5.0,4.5,SAN JOSE,3427.0,7950.0,2013.0,1313.0,37.3029682,-122.020215,50.0,65.0,28.0,10443.0,7.0,8.0,9.0,4500000.0
62,November-3-2023,Single Family Residential,1464 Palmwood Dr,San Jose,95122.0,1100000.0,3.0,2.0,SAN JOSE,1674.0,5053.0,1959.0,657.0,37.3377647,-121.833865,57.0,54.0,49.0,4061.0,1.0,2.0,4.0,1100000.0
64,October-20-2023,Single Family Residential,1797 Nelson Way,San Jose,95124.0,2300000.0,6.0,4.5,SAN JOSE,2385.0,7432.0,1956.0,964.0,37.2584036,-121.9164434,66.0,57.0,25.0,3826.0,6.0,6.0,9.0,2300000.0
65,March-6-2024,Single Family Residential,2180 Wynfair Ridge Way,San Jose,95138.0,3150000.0,4.0,3.0,SAN JOSE,3723.0,29185.0,1996.0,846.0,37.2965995,-121.774706,13.0,26.0,28.0,7908.0,7.0,7.0,8.0,3199888.0
68,October-27-2023,Single Family Residential,394 Avenida Arboles,San Jose,95123.0,1675000.0,4.0,2.0,SAN JOSE,2009.0,6440.0,1968.0,834.0,37.2549934,-121.8375726,53.0,63.0,45.0,4504.0,5.0,8.0,8.0,1499500.0
71,October-13-2023,Single Family Residential,2320 Plateau Dr,San Jose,95125.0,1315000.0,3.0,2.5,SAN JOSE,1937.0,2204.0,2004.0,679.0,37.2960448,-121.8673129,39.0,42.0,49.0,4984.0,4.0,4.0,6.0,1299000.0
72,February-14-2024,Single Family Residential,173 Cleaves Ave,San Jose,95126.0,1375000.0,2.0,1.0,San Jose,1120.0,6098.0,1948.0,1228.0,37.3270128,-121.907597,92.0,87.0,66.0,3292.0,4.0,3.0,6.0,1375000.0
74,February-26-2024,Single Family Residential,2068 Via Deste,Campbell,95008.0,1900000.0,3.0,3.0,CAMPBELL,1620.0,5663.0,1960.0,1173.0,37.2848739,-121.9677069,57.0,58.0,34.0,4820.0,7.0,5.0,8.0,1850000.0
77,February-27-2024,Single Family Residential,1579 Oak Canyon Dr,San Jose,95120.0,2560000.0,4.0,3.0,SAN JOSE,2725.0,7841.0,1985.0,939.0,37.2293202,-121.9022622,23.0,43.0,24.0,6169.0,6.0,6.0,8.0,2499000.0
78,February-29-2024,Single Family Residential,2289 Datoro Dr,San Jose,95130.0,1400000.0,3.0,2.0,SAN JOSE,1181.0,5227.0,1963.0,1185.0,37.2806595,-121.9852115,21.0,54.0,34.0,4056.0,7.0,5.0,7.0,1488000.0
80,December-1-2023,Single Family Residential,1148 Corvallis Dr,San Jose,95120.0,1900000.0,4.0,2.5,SAN JOSE,1983.0,9583.0,1966.0,958.0,37.2128534,-121.8561943,45.0,55.0,25.0,4960.0,8.0,7.0,6.0,1900000.0
81,September-29-2023,Single Family Residential,4157 Horizon Ct,San Jose,95148.0,1900000.0,3.0,3.0,SAN JOSE,2147.0,4358.0,2002.0,885.0,37.3191633,-121.7643572,16.0,42.0,20.0,4917.0,6.0,6.0,9.0,1898888.0
82,October-10-2023,Single Family Residential,6338 Sponson Ct,San Jose,95123.0,1850000.0,4.0,2.0,SAN JOSE,2050.0,10249.0,1971.0,902.0,37.2302153,-121.8046788,42.0,45.0,41.0,4525.0,5.0,5.0,8.0,1850000.0
83,November-17-2023,Single Family Residential,2088 Cully Pl,San Jose,95124.0,2850000.0,4.0,4.5,SAN JOSE,2868.0,3915.0,2023.0,994.0,37.2647975,-121.9351117,72.0,72.0,37.0,7630.0,6.0,6.0,9.0,2850000.0
84,December-8-2023,Single Family Residential,416 Ardis Ave,San Jose,95117.0,1250000.0,3.0,1.0,SAN JOSE,1095.0,9148.0,1950.0,1142.0,37.320526,-121.9571984,64.0,70.0,48.0,0.0,5.0,3.0,6.0,1250000.0
86,January-29-2024,Single Family Residential,5052 Montreal Dr,San Jose,95130.0,1500000.0,3.0,2.0,SAN JOSE,1127.0,5663.0,1959.0,1331.0,37.275295,-121.9895771,13.0,51.0,32.0,3976.0,8.0,6.0,8.0,1495000.0
91,October-18-2023,Single Family Residential,7076 Kindra Hill Dr,San Jose,95120.0,2835004.0,4.0,4.5,SAN JOSE,6199.0,17802.0,2002.0,457.0,37.2058147,-121.8381799,23.0,31.0,18.0,10122.0,7.0,7.0,6.0,2835004.0
92,March-8-2024,Single Family Residential,1437 Scossa Ave,San Jose,95118.0,1535000.0,4.0,2.0,SAN JOSE,1360.0,6098.0,1962.0,1129.0,37.2558714,-121.8911472,62.0,59.0,28.0,4075.0,3.0,5.0,6.0,1535000.0
95,February-5-2024,Single Family Residential,4958 Country Ln,San Jose,95129.0,1999999.0,3.0,2.0,San Jose,1146.0,6098.0,1959.0,1745.0,37.2978543,-121.988832,,,,,,,,
97,November-13-2023,Single Family Residential,1428 Calaveras Ave,San Jose,95126.0,2300000.0,3.0,2.5,SAN JOSE,2149.0,11812.0,1950.0,1070.0,37.3299224,-121.9203106,86.0,77.0,50.0,5262.0,4.0,3.0,6.0,2300000.0
98,October-6-2023,Single Family Residential,482 S Henry Ave,San Jose,95117.0,3180000.0,6.0,5.5,SAN JOSE,3762.0,7102.0,2023.0,845.0,37.3190498,-121.9551099,57.0,75.0,49.0,9047.0,5.0,3.0,6.0,3180000.0
100,January-19-2024,Single Family Residential,551 Raymond Ave,San Jose,95128.0,1400000.0,3.0,2.0,SAN JOSE,1967.0,5250.0,1940.0,712.0,37.3179471,-121.9290226,,,,,,,,
101,January-31-2024,Single Family Residential,1275 Madrona Ave,San Jose,95125.0,1575000.0,3.0,2.0,SAN JOSE,1440.0,8580.0,1953.0,1094.0,37.2897471,-121.8942151,,,,,,,,
102,December-28-2023,Single Family Residential,3668 Sydney Ct,San Jose,95132.0,1700000.0,4.0,3.0,NORTHWOOD,1820.0,6000.0,1970.0,934.0,37.4203621,-121.8585478,35.0,47.0,29.0,4365.0,6.0,5.0,7.0,1700000.0
103,March-4-2024,Single Family Residential,4904 Trent Dr,San Jose,95124.0,1950000.0,3.0,2.0,SAN JOSE,1161.0,5663.0,1956.0,1680.0,37.2489469,-121.923772,29.0,50.0,33.0,3743.0,9.0,8.0,8.0,999000.0
104,December-20-2023,Single Family Residential,4952 Esther Dr,San Jose,95124.0,1995000.0,4.0,2.0,SAN JOSE,1298.0,6534.0,1955.0,1537.0,37.2474331,-121.9350672,42.0,46.0,35.0,0.0,9.0,8.0,8.0,1850000.0
105,October-25-2023,Single Family Residential,2407 Lansford Ave,San Jose,95125.0,1500000.0,3.0,1.0,SAN JOSE,1618.0,7946.0,1949.0,927.0,37.2837695,-121.8940817,31.0,71.0,35.0,4138.0,6.0,5.0,7.0,1500000.0
106,November-8-2023,Single Family Residential,1792 Wilcox Way,San Jose,95125.0,2765000.0,4.0,2.5,SAN JOSE,2416.0,8025.0,1962.0,1144.0,37.2940373,-121.8989056,31.0,59.0,38.0,6068.0,5.0,5.0,7.0,2795000.0
108,October-5-2023,Single Family Residential,1369 Garrans Dr,San Jose,95130.0,1710000.0,3.0,2.0,SAN JOSE,1207.0,7447.0,1958.0,1417.0,37.2995511,-121.9793251,77.0,76.0,40.0,4118.0,5.0,5.0,7.0,1710000.0
110,March-7-2024,Single Family Residential,5389 Leigh Ave,San Jose,95124.0,1830000.0,3.0,2.0,SAN JOSE,1480.0,6534.0,1958.0,1236.0,37.2405966,-121.9230109,41.0,58.0,27.0,4105.0,7.0,8.0,8.0,1749000.0
111,January-26-2024,Single Family Residential,1549 San Gabriel Way,San Jose,95125.0,2250000.0,3.0,2.5,San Jose,1817.0,7841.0,1956.0,1238.0,37.2967629,-121.9171991,76.0,67.0,43.0,5115.0,5.0,3.0,6.0,2250000.0
112,December-1-2023,Single Family Residential,1129 Manor Dr,San Jose,95125.0,1750000.0,2.0,2.0,San Jose,1638.0,6098.0,1951.0,1068.0,37.2875593,-121.8875902,,,,,,,,
114,December-13-2023,Single Family Residential,2366 Azevedo Pkwy,San Jose,95125.0,1000000.0,2.0,2.5,WILLOW GREEN,1690.0,1396.0,2004.0,592.0,37.2957974,-121.8650003,25.0,21.0,49.0,4560.0,4.0,4.0,6.0,1000000.0
115,February-5-2024,Single Family Residential,5150 Harwood Rd,San Jose,95124.0,2170000.0,4.0,2.0,SAN JOSE,1817.0,6970.0,1969.0,1194.0,37.244888,-121.912776,48.0,39.0,22.0,4663.0,6.0,6.0,8.0,1999999.0
116,February-13-2024,Single Family Residential,1558 Pam Ln,San Jose,95120.0,2285000.0,5.0,3.0,SAN JOSE,2760.0,7405.0,1980.0,828.0,37.2306795,-121.8991724,23.0,42.0,25.0,5935.0,6.0,6.0,8.0,2250000.0
119,October-6-2023,Single Family Residential,1094 W Riverside Way,San Jose,95129.0,3865000.0,4.0,3.0,SAN JOSE,2970.0,7703.0,2023.0,1301.0,37.3060541,-122.0215975,54.0,66.0,39.0,4479.0,7.0,8.0,9.0,3865000.0
121,February-29-2024,Single Family Residential,1722 Valpico Dr,San Jose,95124.0,1880000.0,3.0,2.0,SAN JOSE,1569.0,6098.0,1960.0,1198.0,37.2750964,-121.9106422,28.0,58.0,34.0,4228.0,6.0,5.0,7.0,1880000.0
122,December-7-2023,Single Family Residential,20642 Kirwin Ln,Cupertino,95014.0,2638000.0,3.0,1.5,CUPERTINO,1329.0,9148.0,1951.0,1985.0,37.3131428,-122.0347778,75.0,80.0,40.0,4408.0,7.0,8.0,8.0,2590000.0
123,January-17-2024,Single Family Residential,772 Dailey Ave,San Jose,95123.0,1150000.0,4.0,2.5,SAN JOSE,1852.0,6098.0,1975.0,621.0,37.247559,-121.8514353,65.0,76.0,37.0,4557.0,4.0,6.0,6.0,1150000.0
125,February-20-2024,Single Family Residential,1481 Los Rios Dr,San Jose,95120.0,1999999.0,5.0,2.5,SAN JOSE,2278.0,9111.0,1968.0,878.0,37.2254666,-121.8959713,21.0,36.0,20.0,5365.0,6.0,6.0,8.0,1999999.0
126,November-2-2023,Single Family Residential,198 Blossom Hill Rd,San Jose,95123.0,900000.0,3.0,2.5,San Jose,1546.0,7405.0,1963.0,582.0,37.2511205,-121.8125322,,,,,,,,
128,January-31-2024,Single Family Residential,3114 Rasmus Cir,San Jose,95148.0,2340000.0,4.0,3.0,San Jose,2442.0,8712.0,1985.0,958.0,37.3254782,-121.780314,33.0,41.0,20.0,5702.0,7.0,6.0,9.0,2340000.0
129,March-12-2024,Single Family Residential,6290 Via De Adrianna,San Jose,95120.0,2200000.0,4.0,2.5,SAN JOSE,1974.0,8276.0,1973.0,1114.0,37.2215903,-121.886612,34.0,26.0,25.0,4956.0,6.0,6.0,6.0,2099900.0
130,March-4-2024,Single Family Residential,2130 Bayhaven Dr,San Jose,95122.0,999900.0,4.0,3.0,SAN JOSE,1783.0,5589.0,1962.0,561.0,37.3319412,-121.8221647,29.0,46.0,49.0,4142.0,4.0,3.0,4.0,999900.0
131,January-30-2024,Single Family Residential,6496 Sproul Ct,San Jose,95120.0,1595000.0,3.0,2.0,SAN JOSE,1531.0,8712.0,1976.0,1042.0,37.221207,-121.8660232,70.0,72.0,27.0,4305.0,7.0,6.0,6.0,1688000.0
132,November-8-2023,Single Family Residential,1549 Hicks Ave,San Jose,95125.0,2350000.0,3.0,2.5,SAN JOSE,2439.0,8209.0,1948.0,964.0,37.2971734,-121.9056854,41.0,67.0,39.0,0.0,4.0,5.0,7.0,2199950.0
133,November-3-2023,Single Family Residential,947 Diana Ave,San Jose,95116.0,880000.0,3.0,2.0,SAN JOSE,1167.0,6098.0,1978.0,754.0,37.3462363,-121.836712,77.0,67.0,49.0,3665.0,1.0,2.0,7.0,880000.0
134,February-2-2024,Single Family Residential,5542 Carew Way,San Jose,95123.0,1600000.0,3.0,2.5,SAN JOSE,1895.0,3049.0,2012.0,844.0,37.2520637,-121.8456844,67.0,75.0,44.0,4547.0,3.0,8.0,8.0,1488000.0
135,November-1-2023,Single Family Residential,1072 Lancer Dr,San Jose,95129.0,2135000.0,3.0,2.0,CUPERTINO,1133.0,6300.0,1959.0,1884.0,37.3063876,-122.0165447,70.0,71.0,38.0,0.0,7.0,8.0,9.0,1799000.0
139,January-3-2024,Single Family Residential,2101 Cully Pl,San Jose,95124.0,2925000.0,4.0,4.5,SAN JOSE,3003.0,4177.0,2023.0,974.0,37.265103,-121.935743,72.0,72.0,37.0,7660.0,6.0,6.0,9.0,2925000.0
140,February-27-2024,Single Family Residential,1150 Delynn Way,San Jose,95125.0,1860000.0,3.0,1.5,SAN JOSE,1667.0,10019.0,1953.0,1116.0,37.2841226,-121.8855671,55.0,67.0,36.0,4576.0,6.0,5.0,7.0,1860000.0
141,February-27-2024,Single Family Residential,1528 Arata Ct,San Jose,95125.0,1720000.0,3.0,2.0,SAN JOSE,1490.0,6098.0,1964.0,1154.0,37.3064432,-121.8851891,44.0,88.0,52.0,0.0,2.0,5.0,7.0,1700000.0
142,December-11-2023,Single Family Residential,4996 Kenlar Dr,San Jose,95124.0,3215000.0,4.0,3.0,SAN JOSE,2966.0,6930.0,2023.0,1084.0,37.2467287,-121.928267,55.0,57.0,34.0,3784.0,9.0,8.0,8.0,3215000.0
143,December-8-2023,Single Family Residential,1085 Normington Way,San Jose,95136.0,1390000.0,4.0,2.0,SAN JOSE,1922.0,5663.0,1973.0,723.0,37.2703543,-121.8742725,41.0,53.0,38.0,4437.0,3.0,5.0,6.0,1390000.0
144,November-20-2023,Single Family Residential,1754 Comstock Ln,San Jose,95124.0,1800000.0,4.0,2.0,SAN JOSE,1496.0,6557.0,1961.0,1203.0,37.2774782,-121.9134206,38.0,55.0,34.0,4228.0,5.0,5.0,7.0,1800000.0
145,February-23-2024,Single Family Residential,2865 Benjamin Ave,San Jose,95124.0,2500000.0,4.0,2.5,SAN JOSE,2147.0,8932.0,1959.0,1164.0,37.2702322,-121.934194,,,,,,,,
146,October-23-2023,Single Family Residential,208 N 33rd St,San Jose,95116.0,900000.0,3.0,2.5,SAN JOSE,1034.0,3801.0,1918.0,870.0,37.3546134,-121.8621985,,,,,,,,
147,December-14-2023,Single Family Residential,4201 Kingspark Dr,San Jose,95136.0,1125000.0,3.0,2.0,SAN JOSE,2236.0,5663.0,1971.0,503.0,37.2722005,-121.8399159,43.0,57.0,49.0,4572.0,4.0,3.0,4.0,1250000.0
149,March-12-2024,Single Family Residential,1345 Carlsen Way,San Jose,95118.0,1450000.0,4.0,2.0,SAN JOSE,1438.0,5663.0,1959.0,1008.0,37.2709195,-121.8862563,59.0,61.0,27.0,4105.0,6.0,5.0,6.0,1375000.0
150,March-1-2024,Single Family Residential,1356 Hester Ave,San Jose,95126.0,1448000.0,3.0,2.0,SAN JOSE,1300.0,3485.0,1948.0,1114.0,37.3302819,-121.9184882,86.0,79.0,51.0,2952.0,4.0,3.0,6.0,1399888.0
151,February-6-2024,Single Family Residential,3782 Kirk Rd,San Jose,95124.0,1980000.0,3.0,2.0,SAN JOSE,1632.0,6098.0,1960.0,1213.0,37.2627186,-121.9062754,58.0,50.0,27.0,4440.0,6.0,5.0,6.0,1679000.0
152,March-5-2024,Single Family Residential,18891 Newsom Ave,Cupertino,95014.0,3650000.0,5.0,3.5,CUPERTINO,2840.0,5227.0,1998.0,1285.0,37.3110473,-122.0022913,61.0,72.0,36.0,7298.0,7.0,6.0,9.0,3288000.0
153,March-11-2024,Single Family Residential,1959 Jonathan Ave,San Jose,95125.0,1880000.0,3.0,2.0,WILLOW GLEN,1478.0,5100.0,1948.0,1272.0,37.2970994,-121.8861896,58.0,62.0,40.0,0.0,5.0,5.0,7.0,1790000.0
154,January-12-2024,Single Family Residential,1138 Crescent Dr,San Jose,95125.0,2600000.0,4.0,3.0,SAN JOSE,2832.0,6534.0,1939.0,918.0,37.3091819,-121.9035071,,,,,,,,
155,October-17-2023,Single Family Residential,2315 Cherrystone Dr,San Jose,95128.0,1205000.0,2.0,1.0,SAN JOSE,806.0,5965.0,1950.0,1495.0,37.3350833,-121.9444002,65.0,72.0,39.0,2854.0,4.0,3.0,6.0,988000.0
156,February-29-2024,Single Family Residential,830 Daffodil Way,San Jose,95117.0,2220000.0,4.0,2.0,SAN JOSE,1562.0,6098.0,1961.0,1421.0,37.3119748,-121.9708837,,,,,,,,
157,January-5-2024,Single Family Residential,1256 Mary Lee Way,San Jose,95118.0,1725000.0,3.0,3.0,SAN JOSE,1967.0,7272.0,1968.0,877.0,37.2721382,-121.8834249,53.0,65.0,28.0,4981.0,6.0,5.0,6.0,1624888.0
158,October-19-2023,Single Family Residential,3898 Yerba Buena Ave,San Jose,95121.0,1620000.0,4.0,2.0,SAN JOSE,1670.0,8869.0,1966.0,970.0,37.3068743,-121.7835852,21.0,58.0,27.0,4064.0,7.0,5.0,8.0,1549000.0
159,February-29-2024,Single Family Residential,1235 Whitehall Ave,San Jose,95128.0,1780000.0,3.0,2.0,AVENUE,1350.0,6018.0,1961.0,1319.0,37.3028175,-121.938845,43.0,62.0,46.0,3794.0,6.0,3.0,6.0,1598000.0
160,October-5-2023,Single Family Residential,3508 Telegraph Dr,San Jose,95132.0,1660000.0,3.0,2.5,SAN JOSE,1717.0,6063.0,1964.0,967.0,37.399067,-121.8392475,25.0,25.0,33.0,4578.0,6.0,6.0,8.0,1488888.0
161,October-16-2023,Single Family Residential,3511 Laurant Way,San Jose,95132.0,1457000.0,4.0,2.0,SAN JOSE,1918.0,6525.0,1970.0,760.0,37.4174238,-121.8604582,38.0,52.0,32.0,4457.0,6.0,5.0,7.0,1398000.0
162,March-8-2024,Single Family Residential,1144 Craig Dr,San Jose,95129.0,2650000.0,3.0,2.0,SAN JOSE,1133.0,6098.0,1959.0,2339.0,37.3043862,-122.0157934,66.0,69.0,37.0,3949.0,7.0,8.0,9.0,2498000.0
164,February-23-2024,Single Family Residential,3319 Thompson Ave,San Jose,95118.0,1950000.0,4.0,2.0,SAN JOSE,1820.0,6970.0,1960.0,1071.0,37.2691514,-121.8956209,,,,,,,,
